token,lemma,aspect,form,transitivity,number,tense,mood,person,voice
введя,ввести,pf,ger,tran,,praet,,,act
смешивая,смешивать,ipf,ger,tran,,praes,,,act
убив,убить,pf,ger,tran,,praet,,,act
утолив,утолить,pf,ger,tran,,praet,,,act
понимая,понимать,ipf,ger,tran,,praes,,,act
находясь,находиться,ipf,ger,intr,,praes,,,med
сославшись,сослаться,pf,ger,intr,,praet,,,med
проводив,проводить,pf,ger,tran,,praet,,,act
заметив,заметить,pf,ger,tran,,praet,,,act
подсыпав,подсыпать,pf,ger,tran,,praet,,,act
опустившись,опуститься,pf,ger,intr,,praet,,,med
стараясь,стараться,ipf,ger,intr,,praes,,,med
придав,придать,pf,ger,tran,,praet,,,act
заставив,заставить,pf,ger,tran,,praet,,,act
проанализировав,проанализировать,pf,ger,tran,,praet,,,act
взвесив,взвесить,pf,ger,tran,,praet,,,act
осмыслив,осмыслить,pf,ger,tran,,praet,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
признавая,признавать,ipf,ger,tran,,praes,,,act
оказавшись,оказаться,pf,ger,intr,,praet,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
находясь,находиться,ipf,ger,intr,,praes,,,med
исходя,исходить,ipf,ger,intr,,praes,,,act
переходя,переходить,ipf,ger,tran,,praes,,,act
переходя,переходить,ipf,ger,tran,,praes,,,act
соединив,соединить,pf,ger,tran,,praet,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
появляясь,появляться,ipf,ger,intr,,praes,,,med
учитывая,учитывать,ipf,ger,tran,,praes,,,act
применяя,применять,ipf,ger,tran,,praes,,,act
развивая,развивать,ipf,ger,tran,,praes,,,act
испугавшись,испугаться,pf,ger,intr,,praet,,,med
возвратившись,возвратиться,pf,ger,intr,,praet,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
став,стать,pf,ger,intr,,praet,,,act
оказавшись,оказаться,pf,ger,intr,,praet,,,med
думая,думать,ipf,ger,intr,,praes,,,act
перестав,перестать,pf,ger,intr,,praet,,,act
обнимая,обнимать,ipf,ger,tran,,praes,,,act
решившись,решиться,pf,ger,intr,,praet,,,med
оказавшись,оказаться,pf,ger,intr,,praet,,,med
прибегая,прибегать,ipf,ger,intr,,praes,,,act
опираясь,опираться,ipf,ger,intr,,praes,,,med
объединяя,объединять,ipf,ger,tran,,praes,,,act
подставляя,подставлять,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
задаваясь,задаваться,ipf,ger,intr,,praes,,,med
исходя,исходить,ipf,ger,intr,,praes,,,act
предположив,предположить,pf,ger,tran,,praet,,,act
предположив,предположить,pf,ger,tran,,praet,,,act
попадая,попадать,ipf,ger,intr,,praes,,,act
усиливая,усиливать,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
образуя,образовывать,ipf,ger,tran,,praes,,,act
встречая,встречать,ipf,ger,tran,,praes,,,act
приняв,принять,pf,ger,tran,,praet,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
обеспечивая,обеспечивать,ipf,ger,tran,,praes,,,act
являясь,являться,ipf,ger,intr,,praes,,,med
пронизывая,пронизывать,ipf,ger,tran,,praes,,,act
являясь,являться,ipf,ger,intr,,praes,,,med
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
испытывая,испытывать,ipf,ger,tran,,praes,,,act
создавая,создавать,ipf,ger,tran,,praes,,,act
решая,решать,ipf,ger,tran,,praes,,,act
подтверждая,подтверждать,ipf,ger,intr,,praes,,,act
представляя,представлять,ipf,ger,tran,,praes,,,act
считая,считать,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
создавая,создавать,ipf,ger,tran,,praes,,,act
сокращая,сокращать,ipf,ger,tran,,praes,,,act
учитывая,учитывать,ipf,ger,tran,,praes,,,act
соединив,соединить,pf,ger,tran,,praet,,,act
вводя,вводить,ipf,ger,tran,,praes,,,act
заканчивая,заканчивать,ipf,ger,tran,,praes,,,act
образуя,образовать,ipf,ger,tran,,praes,,,act
заменив,заменить,pf,ger,tran,,praet,,,act
являясь,являться,ipf,ger,intr,,praes,,,med
переделывая,переделывать,ipf,ger,tran,,praes,,,act
попадая,попадать,ipf,ger,intr,,praes,,,act
являясь,являться,ipf,ger,intr,,praes,,,med
уничтожая,уничтожать,ipf,ger,tran,,praes,,,act
полагая,полагать,ipf,ger,tran,,praes,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
подделывая,подделывать,ipf,ger,tran,,praes,,,act
оставляя,оставлять,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
имитируя,имитировать,ipf,ger,tran,,praes,,,act
нанося,наносить,ipf,ger,tran,,praes,,,act
раздробив,раздробить,pf,ger,tran,,praet,,,act
нанося,наносить,ipf,ger,tran,,praes,,,act
смешивая,смешивать,ipf,ger,tran,,praes,,,act
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
доводя,доводить,ipf,ger,tran,,praes,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
производя,производить,ipf,ger,tran,,praes,,,act
прижимая,прижимать,ipf,ger,tran,,praes,,,act
фиксируя,фиксировать,ipf,ger,tran,,praes,,,act
сняв,снять,pf,ger,tran,,praet,,,act
удаляя,удалять,ipf,ger,tran,,praes,,,act
убедившись,убедиться,pf,ger,intr,,praet,,,med
растворяя,растворять,ipf,ger,tran,,praes,,,act
совмещая,совмещать,ipf,ger,tran,,praes,,,act
снимая,снимать,ipf,ger,tran,,praes,,,act
наращивая,наращивать,ipf,ger,tran,,praes,,,act
приклеивая,приклеивать,ipf,ger,tran,,praes,,,act
придавая,придавать,ipf,ger,tran,,praes,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
стараясь,стараться,ipf,ger,intr,,praes,,,med
вклеивая,вклеивать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
снимая,снимать,ipf,ger,tran,,praes,,,act
контролируя,контролировать,ipf,ger,tran,,praes,,,act
приподняв,приподнять,pf,ger,tran,,praet,,,act
приподнимая,приподнимать,ipf,ger,tran,,praes,,,act
подложив,подложить,pf,ger,tran,,praet,,,act
накладывая,накладывать,ipf,ger,tran,,praes,,,act
подклеивая,подклеивать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
обрабатывая,обрабатывать,ipf,ger,tran,,praes,,,act
удаляя,удалять,ipf,ger,tran,,praes,,,act
вставляя,вставлять,ipf,ger,tran,,praes,,,act
пропаривая,пропаривать,ipf,ger,tran,,praes,,,act
укрепляя,укреплять,ipf,ger,tran,,praes,,,act
наклеивая,наклеивать,ipf,ger,tran,,praes,,,act
нанося,наносить,ipf,ger,tran,,praes,,,act
оставаясь,оставаться,ipf,ger,intr,,praes,,,med
полагая,полагать,ipf,ger,tran,,praes,,,act
переходя,переходить,ipf,ger,tran,,praes,,,act
приклеивая,приклеивать,ipf,ger,tran,,praes,,,act
прокладывая,прокладывать,ipf,ger,tran,,praes,,,act
контролируя,контролировать,ipf,ger,tran,,praes,,,act
воспроизводя,воспроизводить,ipf,ger,tran,,praes,,,act
заполняя,заполнять,ipf,ger,tran,,praes,,,act
применяя,применять,ipf,ger,tran,,praes,,,act
раскрыв,раскрыть,pf,ger,tran,,praet,,,act
делая,делать,ipf,ger,tran,,praes,,,act
сделав,сделать,pf,ger,tran,,praet,,,act
доводя,доводить,ipf,ger,tran,,praes,,,act
приглушая,приглушать,ipf,ger,tran,,praes,,,act
протирая,протирать,ipf,ger,tran,,praes,,,act
просушивая,просушивать,ipf,ger,tran,,praes,,,act
шлифуя,шлифовать,ipf,ger,tran,,praes,,,act
доводя,доводить,ipf,ger,tran,,praes,,,act
восстановив,восстановить,pf,ger,tran,,praet,,,act
позволяя,позволять,ipf,ger,tran,,praes,,,act
подобрав,подобрать,pf,ger,tran,,praet,,,act
применяя,применять,ipf,ger,tran,,praes,,,act
допуская,допускать,ipf,ger,tran,,praes,,,act
укрепив,укрепить,pf,ger,tran,,praet,,,act
срезая,срезать,ipf,ger,tran,,praes,,,act
изобразив,изобразить,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
начав,начать,pf,ger,tran,,praet,,,act
пропуская,пропускать,ipf,ger,tran,,praes,,,act
смачивая,смачивать,ipf,ger,tran,,praes,,,act
обвивая,обвивать,ipf,ger,tran,,praes,,,act
затягивая,затягивать,ipf,ger,tran,,praes,,,act
натягивая,натягивать,ipf,ger,tran,,praes,,,act
располагая,располагать,ipf,ger,tran,,praes,,,act
закрепляя,закреплять,ipf,ger,tran,,praes,,,act
располагая,располагать,ipf,ger,tran,,praes,,,act
пропуская,пропускать,ipf,ger,tran,,praes,,,act
допуская,допускать,ipf,ger,tran,,praes,,,act
закрепив,закрепить,pf,ger,tran,,praet,,,act
располагая,располагать,ipf,ger,tran,,praes,,,act
дойдя,дойти,pf,ger,intr,,praet,,,act
протягивая,протягивать,ipf,ger,tran,,praes,,,act
располагая,располагать,ipf,ger,tran,,praes,,,act
начав,начать,pf,ger,tran,,praet,,,act
протягивая,протягивать,ipf,ger,tran,,praes,,,act
вытаскивая,вытаскивать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
переплетая,переплетать,ipf,ger,tran,,praes,,,act
завернув,завернуть,pf,ger,tran,,praet,,,act
делая,делать,ipf,ger,tran,,praes,,,act
затягивая,затягивать,ipf,ger,tran,,praes,,,act
распределяя,распределять,ipf,ger,tran,,praes,,,act
убедившись,убедиться,pf,ger,intr,,praet,,,med
вытаскивая,вытаскивать,ipf,ger,tran,,praes,,,act
прокалывая,прокалывать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
отрезая,отрезать,ipf,ger,tran,,praes,,,act
прибив,прибить,pf,ger,tran,,praet,,,act
положив,положить,pf,ger,tran,,praet,,,act
получая,получать,ipf,ger,tran,,praes,,,act
располагая,располагать,ipf,ger,tran,,praes,,,act
делая,делать,ipf,ger,tran,,praes,,,act
привязывая,привязывать,ipf,ger,tran,,praes,,,act
укладывая,укладывать,ipf,ger,tran,,praes,,,act
формируя,формировать,ipf,ger,tran,,praes,,,act
захватывая,захватывать,ipf,ger,tran,,praes,,,act
закрывая,закрывать,ipf,ger,tran,,praes,,,act
предохраняя,предохранять,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
давая,давать,ipf,ger,tran,,praes,,,act
отказавшись,отказаться,pf,ger,intr,,praet,,,med
оставив,оставить,pf,ger,tran,,praet,,,act
доверяясь,доверяться,ipf,ger,intr,,praes,,,med
назвав,назвать,pf,ger,tran,,praet,,,act
читая,читать,ipf,ger,tran,,praes,,,act
предоставив,предоставить,pf,ger,tran,,praet,,,act
демонстрируя,демонстрировать,ipf,ger,tran,,praes,,,act
отказываясь,отказываться,ipf,ger,intr,,praes,,,med
дав,дать,pf,ger,tran,,praet,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
завершая,завершать,ipf,ger,tran,,praes,,,act
совершая,совершать,ipf,ger,tran,,praes,,,act
расходуя,расходовать,ipf,ger,tran,,praes,,,act
полагаясь,полагаться,ipf,ger,intr,,praes,,,med
видя,видеть,ipf,ger,tran,,praes,,,act
исполнив,исполнить,pf,ger,tran,,praet,,,act
пренебрегая,пренебрегать,ipf,ger,intr,,praes,,,act
познав,познать,pf,ger,tran,,praet,,,act
называя,называть,ipf,ger,tran,,praes,,,act
уменьшаясь,уменьшаться,ipf,ger,intr,,praes,,,med
увеличиваясь,увеличиваться,ipf,ger,intr,,praes,,,med
подчиняясь,подчиняться,ipf,ger,intr,,praes,,,med
установив,установить,pf,ger,tran,,praet,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
считая,считать,ipf,ger,tran,,praes,,,act
приняв,принять,pf,ger,tran,,praet,,,act
оставив,оставить,pf,ger,tran,,praet,,,act
признав,признать,pf,ger,tran,,praet,,,act
признав,признать,pf,ger,tran,,praet,,,act
вынося,выносить,ipf,ger,tran,,praes,,,act
применяя,применять,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
отказывая,отказывать,ipf,ger,intr,,praes,,,act
полагая,полагать,ipf,ger,tran,,praes,,,act
рассмотрев,рассмотреть,pf,ger,tran,,praet,,,act
оценив,оценить,pf,ger,tran,,praet,,,act
анализируя,анализировать,ipf,ger,tran,,praes,,,act
соблюдая,соблюдать,ipf,ger,tran,,praes,,,act
считая,считать,ipf,ger,tran,,praes,,,act
указав,указать,pf,ger,tran,,praet,,,act
изучив,изучить,pf,ger,tran,,praet,,,act
проанализировав,проанализировать,pf,ger,tran,,praet,,,act
проверив,проверить,pf,ger,tran,,praet,,,act
отказывая,отказывать,ipf,ger,intr,,praes,,,act
указав,указать,pf,ger,tran,,praet,,,act
стараясь,стараться,ipf,ger,intr,,praes,,,med
разработав,разработать,pf,ger,tran,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
выясняя,выяснять,ipf,ger,tran,,praes,,,act
сообщая,сообщать,ipf,ger,tran,,praes,,,act
дойдя,дойти,pf,ger,intr,,praet,,,act
обосновывая,обосновывать,ipf,ger,tran,,praes,,,act
ущемляя,ущемлять,ipf,ger,tran,,praes,,,act
разрешая,разрешать,ipf,ger,tran,,praes,,,act
выясняя,выяснять,ipf,ger,tran,,praes,,,act
выполняя,выполнять,ipf,ger,tran,,praes,,,act
определяя,определять,ipf,ger,tran,,praes,,,act
заявляя,заявлять,ipf,ger,tran,,praes,,,act
позволяя,позволять,ipf,ger,tran,,praes,,,act
завершая,завершать,ipf,ger,tran,,praes,,,act
подчеркнув,подчеркнуть,pf,ger,tran,,praet,,,act
ссылаясь,ссылаться,ipf,ger,intr,,praes,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
начиная,начинать,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
учитывая,учитывать,ipf,ger,tran,,praes,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
узнавши,узнать,pf,ger,tran,,praet,,,act
следуя,следовать,ipf,ger,intr,,praes,,,act
разбирая,разбирать,ipf,ger,tran,,praes,,,act
сгорая,сгорать,ipf,ger,intr,,praes,,,act
давая,давать,ipf,ger,tran,,praes,,,act
оспаривая,оспаривать,ipf,ger,tran,,praes,,,act
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
видя,видеть,ipf,ger,tran,,praes,,,act
проходя,проходить,ipf,ger,tran,,praes,,,act
извинившись,извиниться,pf,ger,intr,,praet,,,med
встретившись,встретиться,pf,ger,intr,,praet,,,med
прощая,прощать,ipf,ger,tran,,praes,,,act
создавая,создавать,ipf,ger,tran,,praes,,,act
посягая,посягать,ipf,ger,intr,,praes,,,act
открыв,открыть,pf,ger,tran,,praet,,,act
открывая,открывать,ipf,ger,tran,,praes,,,act
обручая,обручать,ipf,ger,tran,,praes,,,act
читая,читать,ipf,ger,tran,,praes,,,act
давая,давать,ipf,ger,tran,,praes,,,act
читая,читать,ipf,ger,tran,,praes,,,act
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
забывая,забывать,ipf,ger,tran,,praes,,,act
считая,считать,ipf,ger,tran,,praes,,,act
прочитав,прочитать,pf,ger,tran,,praet,,,act
набравшись,набраться,pf,ger,intr,,praet,,,med
приняв,принять,pf,ger,tran,,praet,,,act
преодолев,преодолеть,pf,ger,tran,,praet,,,act
получив,получить,pf,ger,tran,,praet,,,act
заставляя,заставлять,ipf,ger,tran,,praes,,,act
жалея,жалеть,ipf,ger,tran,,praes,,,act
доказывая,доказывать,ipf,ger,tran,,praes,,,act
положившись,положиться,pf,ger,intr,,praet,,,med
читая,читать,ipf,ger,tran,,praes,,,act
цитируя,цитировать,ipf,ger,tran,,praes,,,act
заглянув,заглянуть,pf,ger,intr,,praet,,,act
готовя,готовить,ipf,ger,tran,,praes,,,act
считая,считать,ipf,ger,tran,,praes,,,act
читая,читать,ipf,ger,tran,,praes,,,act
наткнувшись,наткнуться,pf,ger,intr,,praet,,,med
вручив,вручить,pf,ger,tran,,praet,,,act
поднимая,поднимать,ipf,ger,tran,,praes,,,act
пожалев,пожалеть,pf,ger,tran,,praet,,,act
задумываясь,задумываться,ipf,ger,intr,,praes,,,med
прочитав,прочитать,pf,ger,tran,,praet,,,act
сознавая,сознавать,ipf,ger,tran,,praes,,,act
предостерегая,предостерегать,ipf,ger,tran,,praes,,,act
вспомнив,вспомнить,pf,ger,tran,,praet,,,act
познакомившись,познакомиться,pf,ger,intr,,praet,,,med
выражая,выражать,ipf,ger,tran,,praes,,,act
глядя,глядеть,ipf,ger,intr,,praes,,,act
проявив,проявить,pf,ger,tran,,praet,,,act
переписав,переписать,pf,ger,tran,,praet,,,act
показав,показать,pf,ger,tran,,praet,,,act
назвав,назвать,pf,ger,tran,,praet,,,act
хваля,хвалить,ipf,ger,tran,,praes,,,act
восполняя,восполнять,ipf,ger,tran,,praes,,,act
желая,желать,ipf,ger,tran,,praes,,,act
совестясь,совеститься,ipf,ger,intr,,praes,,,med
осознавая,осознавать,ipf,ger,tran,,praes,,,act
вызвав,вызвать,pf,ger,tran,,praet,,,act
получив,получить,pf,ger,tran,,praet,,,act
порождая,порождать,ipf,ger,tran,,praes,,,act
вступая,вступать,ipf,ger,intr,,praes,,,act
отмечая,отмечать,ipf,ger,tran,,praes,,,act
анализируя,анализировать,ipf,ger,tran,,praes,,,act
отмечая,отмечать,ipf,ger,tran,,praes,,,act
предлагая,предлагать,ipf,ger,tran,,praes,,,act
уступая,уступать,ipf,ger,tran,,praes,,,act
продолжив,продолжить,pf,ger,tran,,praet,,,act
публикуя,публиковать,ipf,ger,tran,,praes,,,act
подменяя,подменять,ipf,ger,tran,,praes,,,act
сложив,сложить,pf,ger,tran,,praet,,,act
умиляясь,умиляться,ipf,ger,intr,,praes,,,med
купаясь,купаться,ipf,ger,intr,,praes,,,med
стараясь,стараться,ipf,ger,intr,,praes,,,med
евши,есть,ipf,ger,tran,,praet,,,act
возвращаясь,возвращаться,ipf,ger,intr,,praes,,,med
оторвав,оторвать,pf,ger,tran,,praet,,,act
замечая,замечать,ipf,ger,tran,,praes,,,act
почувствовав,почувствовать,pf,ger,tran,,praet,,,act
заклиная,заклинать,ipf,ger,tran,,praes,,,act
сообщая,сообщать,ipf,ger,tran,,praes,,,act
поливая,поливать,ipf,ger,tran,,praes,,,act
разбросав,разбросать,pf,ger,tran,,praet,,,act
принимая,принимать,ipf,ger,tran,,praes,,,act
настаивая,настаивать,ipf,ger,intr,,praes,,,act
проснувшись,проснуться,pf,ger,intr,,praet,,,med
показывая,показывать,ipf,ger,tran,,praes,,,act
ускользая,ускользать,ipf,ger,intr,,praes,,,act
разыскав,разыскать,pf,ger,tran,,praet,,,act
проливая,проливать,ipf,ger,tran,,praes,,,act
забыв,забыть,pf,ger,tran,,praet,,,act
вставляя,вставлять,ipf,ger,tran,,praes,,,act
упиваясь,упиваться,ipf,ger,intr,,praes,,,med
находясь,находиться,ipf,ger,intr,,praes,,,med
выказывая,выказывать,ipf,ger,tran,,praes,,,act
рисуя,рисовать,ipf,ger,tran,,praes,,,act
соблазнившись,соблазниться,pf,ger,intr,,praet,,,med
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
выказывая,выказывать,ipf,ger,tran,,praes,,,act
вызвав,вызвать,pf,ger,tran,,praet,,,act
обращаясь,обращаться,ipf,ger,intr,,praes,,,med
совершая,совершать,ipf,ger,tran,,praes,,,act
учитывая,учитывать,ipf,ger,tran,,praes,,,act
называя,называть,ipf,ger,tran,,praes,,,act
посчитав,посчитать,pf,ger,tran,,praet,,,act
руша,рушить,ipf,ger,tran,,praes,,,act
освободившись,освободиться,pf,ger,intr,,praet,,,med
ворвавшись,ворваться,pf,ger,intr,,praet,,,med
разорвав,разорвать,pf,ger,tran,,praet,,,act
заслужив,заслужить,pf,ger,tran,,praet,,,act
переехав,переехать,pf,ger,tran,,praet,,,act
упрашивая,упрашивать,ipf,ger,tran,,praes,,,act
задаваясь,задаваться,ipf,ger,intr,,praes,,,med
восхитившись,восхититься,pf,ger,intr,,praet,,,med
высвечивая,высвечивать,ipf,ger,tran,,praes,,,act
понимая,понимать,ipf,ger,tran,,praes,,,act
разыскивая,разыскивать,ipf,ger,tran,,praes,,,act
заметив,заметить,pf,ger,tran,,praet,,,act
зажавши,зажать,pf,ger,tran,,praet,,,act
следуя,следовать,ipf,ger,intr,,praes,,,act
ощущая,ощущать,ipf,ger,tran,,praes,,,act
воспевая,воспевать,ipf,ger,tran,,praes,,,act
увековечив,увековечить,pf,ger,tran,,praet,,,act
пообещав,пообещать,pf,ger,tran,,praet,,,act
пуская,пускать,ipf,ger,tran,,praes,,,act
возвращаясь,возвращаться,ipf,ger,intr,,praes,,,med
помышляя,помышлять,ipf,ger,intr,,praes,,,act
соединившись,соединиться,pf,ger,intr,,praet,,,med
достигнув,достигнуть,pf,ger,intr,,praet,,,act
отложив,отложить,pf,ger,tran,,praet,,,act
исполняя,исполнять,ipf,ger,tran,,praes,,,act
становясь,становиться,ipf,ger,intr,,praes,,,med
устремляясь,устремляться,ipf,ger,intr,,praes,,,med
жалея,жалеть,ipf,ger,tran,,praes,,,act
восхищаясь,восхищаться,ipf,ger,intr,,praes,,,med
исключая,исключать,ipf,ger,tran,,praes,,,act
улавливая,улавливать,ipf,ger,tran,,praes,,,act
обвораживая,обвораживать,ipf,ger,tran,,praes,,,act
подняв,поднять,pf,ger,tran,,praet,,,act
оберегая,оберегать,ipf,ger,tran,,praes,,,act
превратившись,превратиться,pf,ger,intr,,praet,,,med
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
наклоняясь,наклоняться,ipf,ger,intr,,praes,,,med
выхватив,выхватить,pf,ger,tran,,praet,,,act
воспользовавшись,воспользоваться,pf,ger,intr,,praet,,,med
запретив,запретить,pf,ger,tran,,praet,,,act
воспитывая,воспитывать,ipf,ger,tran,,praes,,,act
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
подчиняясь,подчиняться,ipf,ger,intr,,praes,,,med
зажигая,зажигать,ipf,ger,tran,,praes,,,act
заявив,заявить,pf,ger,tran,,praet,,,act
обращая,обращать,ipf,ger,tran,,praes,,,act
доставляя,доставлять,ipf,ger,tran,,praes,,,act
заболев,заболеть,pf,ger,intr,,praet,,,act
увидев,увидеть,pf,ger,tran,,praet,,,act
высказав,высказать,pf,ger,tran,,praet,,,act
переступая,переступать,ipf,ger,tran,,praes,,,act
открываясь,открываться,ipf,ger,intr,,praes,,,med
вытаптывая,вытаптывать,ipf,ger,tran,,praes,,,act
завершая,завершать,ipf,ger,tran,,praes,,,act
раздробив,раздробить,pf,ger,tran,,praet,,,act
полагая,полагать,ipf,ger,tran,,praes,,,act
выступая,выступать,ipf,ger,intr,,praes,,,act
довольствуясь,довольствоваться,ipf,ger,intr,,praes,,,med
переделывая,переделывать,ipf,ger,tran,,praes,,,act
создавая,создавать,ipf,ger,tran,,praes,,,act
сопоставляя,сопоставлять,ipf,ger,tran,,praes,,,act
написав,написать,pf,ger,tran,,praet,,,act
освещая,освещать,ipf,ger,tran,,praes,,,act
объясняя,объяснять,ipf,ger,tran,,praes,,,act
достигнув,достигнуть,pf,ger,intr,,praet,,,act
пересказав,пересказать,pf,ger,tran,,praet,,,act
чувствуя,чувствовать,ipf,ger,tran,,praes,,,act
исцелившись,исцелиться,pf,ger,intr,,praet,,,med
желая,желать,ipf,ger,tran,,praes,,,act
видя,видеть,ipf,ger,tran,,praes,,,act
завернувшись,завернуться,pf,ger,intr,,praet,,,med
узнав,узнать,pf,ger,tran,,praet,,,act
запутывая,запутывать,ipf,ger,tran,,praes,,,act
вводя,вводить,ipf,ger,tran,,praes,,,act
давая,давать,ipf,ger,tran,,praes,,,act
побуждая,побуждать,ipf,ger,tran,,praes,,,act
определив,определить,pf,ger,tran,,praet,,,act
рассказывая,рассказывать,ipf,ger,tran,,praes,,,act
подслушивая,подслушивать,ipf,ger,tran,,praes,,,act
дав,дать,pf,ger,tran,,praet,,,act
боясь,бояться,ipf,ger,intr,,praes,,,med
прося,просить,ipf,ger,tran,,praes,,,act
распевая,распевать,ipf,ger,tran,,praes,,,act
появляясь,появляться,ipf,ger,intr,,praes,,,med
восстанавливая,восстанавливать,ipf,ger,tran,,praes,,,act
привезя,привезти,pf,ger,tran,,praet,,,act
превращаясь,превращаться,ipf,ger,intr,,praes,,,med
считая,считать,ipf,ger,tran,,praes,,,act
рассмотрев,рассмотреть,pf,ger,tran,,praet,,,act
совершая,совершать,ipf,ger,tran,,praes,,,act
выращивая,выращивать,ipf,ger,tran,,praes,,,act
увеличивая,увеличивать,ipf,ger,tran,,praes,,,act
уменьшая,уменьшать,ipf,ger,tran,,praes,,,act
уступив,уступить,pf,ger,tran,,praet,,,act
выступая,выступать,ipf,ger,intr,,praes,,,act
поставив,поставить,pf,ger,tran,,praet,,,act
обратившись,обратиться,pf,ger,intr,,praet,,,med
осуществляя,осуществлять,ipf,ger,tran,,praes,,,act
считаясь,считаться,ipf,ger,intr,,praes,,,med
отводя,отводить,ipf,ger,tran,,praes,,,act
создавая,создавать,ipf,ger,tran,,praes,,,act
очертив,очертить,pf,ger,tran,,praet,,,act
запрещая,запрещать,ipf,ger,tran,,praes,,,act
предупредив,предупредить,pf,ger,tran,,praet,,,act
приняв,принять,pf,ger,tran,,praet,,,act
установив,установить,pf,ger,tran,,praet,,,act
заикнувшись,заикнуться,pf,ger,intr,,praet,,,med
выяснив,выяснить,pf,ger,tran,,praet,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
приобретая,приобретать,ipf,ger,tran,,praes,,,act
отстаивая,отстаивать,ipf,ger,tran,,praes,,,act
идя,идти,ipf,ger,intr,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
забывая,забывать,ipf,ger,tran,,praes,,,act
порождая,порождать,ipf,ger,tran,,praes,,,act
исходя,исходить,ipf,ger,intr,,praes,,,act
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
приспособив,приспособить,pf,ger,tran,,praet,,,act
отодвигая,отодвигать,ipf,ger,tran,,praes,,,act
осуществляя,осуществлять,ipf,ger,tran,,praes,,,act
осуществляя,осуществлять,ipf,ger,tran,,praes,,,act
избегая,избегать,ipf,ger,intr,,praes,,,act
охватывая,охватывать,ipf,ger,tran,,praes,,,act
вызывая,вызывать,ipf,ger,tran,,praes,,,act
начиная,начинать,ipf,ger,tran,,praes,,,act
пользуясь,пользоваться,ipf,ger,intr,,praes,,,med
оставаясь,оставаться,ipf,ger,intr,,praes,,,med
оказавшись,оказаться,pf,ger,intr,,praet,,,med
осмеливаясь,осмеливаться,ipf,ger,intr,,praes,,,med
возвращая,возвращать,ipf,ger,tran,,praes,,,act
