потеть	запотеть	за
потрошить	выпотрошить	вы
потрошить	распотрошить	раз
потчевать	попотчевать	по
пошлеть	опошлеть	о
поэтизировать	опоэтизировать	о
праветь	поправеть	по
править	выправить	вы
править	направить	на
праздновать	отпраздновать	от
препятствовать	воспрепятствовать	воз
прессовать	отпрессовать	от
прессовать	спрессовать	с
преть	взопреть	вз
преть	сопреть	с
преть	упреть	у
приветствовать	поприветствовать	по
приходовать	заприходовать	за
приходовать	оприходовать	о
пробовать	испробовать	из
пробовать	попробовать	по
провоцировать	спровоцировать	с
программировать	запрограммировать	за
проектировать	запроектировать	за
проектировать	спроектировать	с
проецировать	спроецировать	с
проказить	напроказить	на
проказничать	напроказничать	на
пророчить	напророчить	на
просить	попросить	по
проситься	попроситься	по
простеть	попростеть	по
протестовать	опротестовать	о
противиться	воспротивиться	воз
протоколировать	запротоколировать	за
профилировать	спрофилировать	с
прудить	запрудить	за
пружинить	напружинить	на
пружиниться	напружиниться	на
прыскать	напрыскать	на
прыскаться	опрыскаться	о
прыщаветь	опрыщаветь	о
прясть	выпрясть	вы
прясть	спрясть	с
прятать	спрятать	с
прятаться	спрятаться	с
псоветь	опсоветь	о
публиковать	опубликовать	о
пугать	испугать	из
пугать	напугать	на
пугаться	испугаться	из
пугаться	напугаться	на
пудрить	напудрить	на
пудриться	напудриться	на
пудриться	попудриться	по
пузыриться	вспузыриться	вз
пустеть	опустеть	о
путать	запутать	за
путать	впутать	в
путать	перепутать	пере
путать	спутать	с
путаться	запутаться	за
путаться	впутаться	в
путаться	перепутаться	пере
путаться	спутаться	с
пухнуть	вспухнуть	вз
пухнуть	опухнуть	о
пухнуть	распухнуть	раз
пучить	вспучить	вз
пучить	выпучить	вы
пучиться	вспучиться	вз
пучиться	выпучиться	вы
пушить	распушить	раз
пыжиться	напыжиться	на
пылить	запылить	за
пылить	напылить	на
пылиться	запылиться	за
пытаться	попытаться	по
пыхтеть	пропыхтеть	про
пьянеть	запьянеть	за
пьянеть	опьянеть	о
пьянить	опьянить	о
пялить	распялить	раз
пялиться	выпялиться	вы
пятить	попятить	по
пятиться	попятиться	по
пятнать	запятнать	за
работать	сработать	с
равнять	сравнять	с
равняться	поравняться	по
равняться	сравняться	с
радеть	порадеть	по
радовать	обрадовать	об
радовать	порадовать	по
радоваться	обрадоваться	об
радоваться	порадоваться	по
разить	поразить	по
разить	сразить	с
разуметь	уразуметь	у
рапортовать	отрапортовать	от
расти	вырасти	вы
растить	вырастить	вы
расходовать	израсходовать	из
расходоваться	израсходоваться	из
рвать	порвать	по
рвать	вырвать	вы
рвать	разорвать	раз
рвать	сорвать	с
рваться	порваться	по
рваться	разорваться	раз
реагировать	отреагировать	от
реагировать	прореагировать	про
реагировать	среагировать	с
ревизовать	обревизовать	об
ревновать	приревновать	при
регистрировать	зарегистрировать	за
регистрироваться	зарегистрироваться	за
регулировать	отрегулировать	от
регулировать	урегулировать	у
редактировать	отредактировать	от
редеть	поредеть	по
резать	нарезать	на
резать	зарезать	за
резать	разрезать	раз
резать	срезать	с
резаться	прорезаться	про
резервировать	зарезервировать	за
рекомендовать	отрекомендовать	от
рекомендовать	порекомендовать	по
рекомендоваться	отрекомендоваться	от
ремизить	обремизить	об
ремизиться	обремизиться	об
ремонтировать	отремонтировать	от
репетировать	отрепетировать	от
репетировать	прорепетировать	про
репетировать	срепетировать	с
репетовать	отрепетовать	от
реставрировать	отреставрировать	от
ретироваться	отретироваться	от
ретушировать	отретушировать	от
реферировать	прореферировать	про
рецензировать	отрецензировать	от
рецензировать	прорецензировать	про
решетить	изрешетить	из
ржаветь	заржаветь	за
ржаветь	поржаветь	по
рисовать	нарисовать	на
рифмовать	срифмовать	с
робеть	оробеть	о
ровнять	выровнять	вы
ровнять	разровнять	раз
ровнять	сровнять	с
роговеть	ороговеть	о
роднить	породнить	по
роднить	сроднить	с
родниться	породниться	по
родниться	сродниться	с
рознить	разрознить	раз
розоветь	порозоветь	по
роить	сроить	с
ронять	уронить	у
рубить	срубить	с
рубцеваться	зарубцеваться	за
ругать	обругать	об
ругать	отругать	от
ругать	выругать	вы
ругаться	выругаться	вы
ругаться	поругаться	по
румянить	нарумянить	на
румянить	разрумянить	раз
румяниться	зарумяниться	за
румяниться	нарумяниться	на
румяниться	разрумяниться	раз
русеть	обрусеть	об
русеть	порусеть	по
ручаться	поручиться	по
рушить	обрушить	об
рушить	порушить	по
рушиться	обрушиться	об
рушиться	порушиться	по
рыжеть	порыжеть	по
рыть	вырыть	вы
рыхлеть	порыхлеть	по
рыхлеть	разрыхлеть	раз
рыхлить	взрыхлить	вз
рыхлить	разрыхлить	раз
рябеть	порябеть	по
рядить	порядить	по
рядиться	порядиться	по
рядиться	срядиться	с
сажать	посадить	по
салить	осалить	о
салютовать	отсалютовать	от
сандалить	насандалить	на
сатанеть	осатанеть	о
сахарить	посахарить	по
сватать	посватать	по
сватать	сосватать	с
свататься	посвататься	по
свежевать	освежевать	о
свежеть	посвежеть	по
свежить	освежить	о
сверлить	просверлить	про
светить	посветить	по
светлеть	посветлеть	по
светлеть	просветлеть	про
свидетельствовать	засвидетельствовать	за
свидетельствовать	освидетельствовать	о
свинячить	насвинячить	на
свирепеть	освирепеть	о
свирепеть	рассвирепеть	раз
свистеть	просвистеть	про
святить	освятить	о
седеть	поседеть	по
седлать	оседлать	о
селить	поселить	по
селиться	поселиться	по
семафорить	просемафорить	про
сердить	рассердить	раз
сердиться	рассердиться	раз
серебрить	высеребрить	вы
серебрить	посеребрить	по
сереть	посереть	по
серчать	осерчать	о
серьезнеть	посерьезнеть	по
сетовать	посетовать	по
сечь	высечь	вы
сечься	посечься	по
сеять	посеять	по
сиветь	посиветь	по
сигнализировать	просигнализировать	про
сигналить	просигналить	про
сизеть	посизеть	по
силосовать	засилосовать	за
синеть	посинеть	по
сипнуть	осипнуть	о
сиротеть	осиротеть	о
скалить	оскалить	о
скалиться	оскалиться	о
скальпировать	оскальпировать	о
сквернить	осквернить	о
скирдовать	заскирдовать	за
склабиться	осклабиться	о
склонять	просклонять	про
скоблить	выскоблить	вы
скопить	оскопить	о
скоромиться	оскоромиться	о
скрести	выскрести	вы
скудеть	оскудеть	о
скупиться	поскупиться	по
скучнеть	поскучнеть	по
слабеть	ослабеть	о
слабить	прослабить	про
слабнуть	ослабнуть	о
славить	прославить	про
сластить	насластить	на
сластить	посластить	по
следить	наследить	на
следовать	последовать	по
слепнуть	ослепнуть	о
служить	послужить	по
слушать	послушать	по
слушать	прослушать	про
слушаться	послушаться	по
слыть	прослыть	про
слыхать	услыхать	у
слышать	услышать	у
слышаться	послышаться	по
слышаться	услышаться	у
слюнить	наслюнить	на
слюнить	послюнить	по
слюнявить	наслюнявить	на
слюнявить	послюнявить	по
смелеть	осмелеть	о
сметь	посметь	по
смешить	насмешить	на
смешить	рассмешить	раз
смеяться	посмеяться	по
смирнеть	посмирнеть	по
смолить	высмолить	вы
смолить	обсмолить	об
смолить	осмолить	о
сморкать	высморкать	вы
сморкаться	высморкаться	вы
смотреть	посмотреть	по
смотреться	посмотреться	по
смуглеть	посмуглеть	по
снастить	оснастить	о
сниться	присниться	при
совершенствовать	усовершенствовать	у
совершенствоваться	усовершенствоваться	у
совестить	усовестить	у
совеститься	посовеститься	по
совеститься	усовеститься	у
советовать	посоветовать	по
советовать	присоветовать	при
советоваться	посоветоваться	по
советь	осоветь	о
содействовать	посодействовать	по
солить	засолить	за
солить	насолить	на
солить	посолить	по
соловеть	осоловеть	о
сорить	насорить	на
сортировать	рассортировать	раз
сосать	высосать	вы
сохнуть	высохнуть	вы
сохнуть	засохнуть	за
спеть	поспеть	по
спешить	поспешить	по
сплетничать	насплетничать	на
спорить	поспорить	по
способствовать	поспособствовать	по
спрягать	проспрягать	про
срамить	осрамить	о
срамиться	осрамиться	о
ссорить	поссорить	по
ссориться	поссориться	по
ставить	поставить	по
стараться	постараться	по
стареть	постареть	по
стареть	устареть	у
старить	состарить	с
стариться	состариться	с
стегать	выстегать	вы
стегать	отстегать	от
стегать	простегать	про
стекленеть	остекленеть	о
стеклить	застеклить	за
стеклить	остеклить	о
стелить	постелить	по
стелиться	постелиться	по
стенографировать	застенографировать	за
стервенеть	остервенеть	о
стесняться	постесняться	по
стирать	выстирать	вы
стлать	настлать	на
стлать	постелить	по
стлать	постлать	по
стлаться	постлаться	по
столбенеть	остолбенеть	о
стопорить	застопорить	за
стопориться	застопориться	за
сторониться	посторониться	по
стоять	постоять	по
страдать	пострадать	по
страховать	застраховать	за
страховаться	застраховаться	за
стрекать	обстрекать	об
стрекать	острекать	о
стричь	обстричь	об
стричь	остричь	о
стричь	постричь	по
стричься	обстричься	об
стричься	остричься	о
стричься	постричься	по
строгать	выстрогать	вы
строить	выстроить	вы
строить	построить	по
строить	состроить	с
строиться	выстроиться	вы
строиться	построиться	по
строчить	выстрочить	вы
строчить	настрочить	на
строчить	прострочить	про
струнить	сострунить	с
стряпать	состряпать	с
студенеть	застуденеть	за
студить	остудить	о
студиться	остудиться	о
стучать	настучать	на
стучать	постучать	по
стучаться	постучаться	по
стыдить	пристыдить	при
стыдиться	постыдиться	по
стыковать	состыковать	с
стыковаться	состыковаться	с
стынуть	застынуть	за
стынуть	остынуть	о
стыть	застыть	за
стыть	остыть	о
сулить	посулить	по
сулиться	посулиться	по
супить	насупить	на
супиться	насупиться	на
суроветь	посуроветь	по
сурьмить	насурьмить	на
сурьмиться	насурьмиться	на
суслить	засуслить	за
сусолить	засусолить	за
сутулить	ссутулить	с
сутулиться	ссутулиться	с
сучить	ссучить	с
сушить	высушить	вы
сушиться	высушиться	вы
считать	посчитать	по
считать	сосчитать	с
считаться	посчитаться	по
считаться	сосчитаться	с
сыреть	отсыреть	от
таврить	затаврить	за
таить	утаить	у
танцевать	станцевать	с
таранить	протаранить	про
таращить	вытаращить	вы
таращиться	вытаращиться	вы
таскать	оттаскать	от
тасовать	перетасовать	пере
тасовать	стасовать	с
татуировать	вытатуировать	вы
тачать	вытачать	вы
тачать	стачать	с
тащить	вытащить	вы
тащить	стащить	с
таять	растаять	раз
твердеть	затвердеть	за
твердить	затвердить	за
творить	растворить	раз
творить	сотворить	с
творожить	створожить	с
творожиться	створожиться	с
телеграфировать	протелеграфировать	про
телефонировать	протелефонировать	про
телиться	отелиться	о
темнеть	потемнеть	по
темнеть	стемнеть	с
теплеть	потеплеть	по
теребить	вытеребить	вы
тереть	растереть	раз
тереться	натереться	на
тереться	потереться	по
терзать	растерзать	раз
терпеть	потерпеть	по
терять	потерять	по
терять	утерять	у
теряться	потеряться	по
теряться	утеряться	у
теснить	потеснить	по
теснить	стеснить	с
тесниться	потесниться	по
тесниться	стесниться	с
тешить	потешить	по
тешиться	потешиться	по
тибрить	стибрить	с
тихнуть	стихнуть	с
тихнуть	утихнуть	у
ткать	выткать	вы
ткать	соткать	с
толочь	истолочь	из
толочь	растолочь	раз
толочь	столочь	с
толстеть	потолстеть	по
толстеть	растолстеть	раз
томить	истомить	из
томиться	истомиться	из
тонуть	потонуть	по
тонуть	утонуть	у
тончать	потончать	по
топить	стопить	с
топить	вытопить	вы
топить	истопить	из
топить	потопить	по
топить	растопить	раз
топить	утопить	у
топиться	растопиться	раз
топиться	утопиться	у
топнуть	потопнуть	по
топорщить	встопорщить	вз
топорщиться	встопорщиться	вз
топтать	потоптать	по
топтать	стоптать	с
топырить	встопырить	вз
топырить	растопырить	раз
топыриться	встопыриться	вз
торговать	приторговать	при
торговать	сторговать	с
торговаться	сторговаться	с
торить	проторить	про
тормозить	затормозить	за
тормозиться	затормозиться	за
торопить	поторопить	по
торопиться	поторопиться	по
торцевать	заторцевать	за
точить	выточить	вы
точить	источить	из
точить	наточить	на
тошнить	вытошнить	вы
тошнить	стошнить	с
тощать	отощать	о
тощать	потощать	по
травенеть	затравенеть	за
травить	потравить	по
травить	вытравить	вы
травить	затравить	за
травить	натравить	на
травить	отравить	о
травить	стравить	с
травиться	отравиться	о
травиться	стравиться	с
тралить	протралить	про
трамбовать	вытрамбовать	вы
трамбовать	затрамбовать	за
трамбовать	утрамбовать	у
транжирить	протранжирить	про
транжирить	растранжирить	раз
транскрибировать	затранскрибировать	за
транскрибировать	протранскрибировать	про
тратить	истратить	из
тратить	потратить	по
тратиться	истратиться	из
тратиться	потратиться	по
трафить	потрафить	по
требовать	потребовать	по
требоваться	потребоваться	по
тревожить	встревожить	вз
тревожить	потревожить	по
тревожиться	встревожиться	вз
тревожиться	потревожиться	по
трезветь	отрезветь	о
трезветь	протрезветь	про
трезвить	отрезвить	о
трезвить	протрезвить	про
трезвонить	растрезвонить	раз
трелевать	стрелевать	с
тренировать	натренировать	на
тренироваться	натренироваться	на
треножить	стреножить	с
трепать	оттрепать	от
трепать	истрепать	из
трепать	потрепать	по
трепать	растрепать	раз
трепаться	истрепаться	из
трепаться	потрепаться	по
трескаться	потрескаться	по
троить	строить	с
трубить	оттрубить	от
трубить	протрубить	про
трудить	утрудить	у
трусить	натрусить	на
трусить	струсить	с
трухляветь	иструхляветь	из
трясти	вытрясти	вы
тузить	оттузить	от
туманить	затуманить	за
туманить	отуманить	о
туманиться	затуманиться	за
туманиться	отуманиться	о
тупеть	отупеть	о
тупить	затупить	за
тупить	иступить	из
тупиться	затупиться	за
тупиться	иступиться	из
турить	вытурить	вы
тускнеть	потускнеть	по
тускнуть	потускнуть	по
тухнуть	потухнуть	по
тухнуть	затухнуть	за
тухнуть	протухнуть	про
тухнуть	стухнуть	с
тучнеть	отучнеть	о
тучнеть	потучнеть	по
тушевать	затушевать	за
тушеваться	стушеваться	с
тушить	затушить	за
тушить	потушить	по
тушить	стушить	с
тюковать	затюковать	за
тявкать	протявкать	про
тягаться	потягаться	по
тяжелеть	отяжелеть	о
тяжелеть	потяжелеть	по
тяжелить	отяжелить	о
тянуть	вытянуть	вы
тянуть	потянуть	по
тянуть	протянуть	про
тянуться	вытянуться	вы
тянуться	потянуться	по
тянуться	протянуться	про
увечить	изувечить	из
увечиться	изувечиться	из
удить	выудить	вы
ужинать	поужинать	по
умнеть	поумнеть	по
уродовать	изуродовать	из
уродоваться	изуродоваться	из
урчать	проурчать	про
утюжить	выутюжить	вы
утюжить	отутюжить	от
учить	выучить	вы
учить	научить	на
учить	обучить	об
учиться	выучиться	вы
учиться	научиться	на
учиться	обучиться	об
фабриковать	сфабриковать	с
фабрить	нафабрить	на
фабриться	нафабриться	на
фальцевать	сфальцевать	с
фальшивить	сфальшивить	с
фартить	подфартить	под
фартить	пофартить	по
фаршировать	зафаршировать	за
фаршировать	нафаршировать	на
фасовать	расфасовать	раз
фиксировать	зафиксировать	за
фильтровать	отфильтровать	от
фильтровать	профильтровать	про
фокусировать	сфокусировать	с
формировать	сформировать	с
формироваться	сформироваться	с
формовать	отформовать	от
формовать	сформовать	с
формулировать	сформулировать	с
фотографировать	сфотографировать	с
фотографироваться	сфотографироваться	с
фрахтовать	зафрахтовать	за
фрезеровать	отфрезеровать	от
фуговать	сфуговать	с
халтурить	схалтурить	с
хаметь	охаметь	о
хамить	нахамить	на
характеризовать	охарактеризовать	о
хаять	охаять	о
хвалить	похвалить	по
хвалиться	похвалиться	по
хвастать	похвастать	по
хвастаться	похвастаться	по
хватать	схватить	с
хвататься	схватиться	с
херить	похерить	по
хилеть	захилеть	за
химичить	схимичить	с
хиреть	захиреть	за
хитрить	схитрить	с
хлопотать	похлопотать	по
хлороформировать	захлороформировать	за
хмелеть	захмелеть	за
хмелеть	охмелеть	о
хмелить	охмелить	о
хмурить	нахмурить	на
хмуриться	нахмуриться	на
ходатайствовать	походатайствовать	по
ходить	сходить	с
холодать	похолодать	по
холодеть	похолодеть	по
холодить	нахолодить	на
холоднеть	похолоднеть	по
холостить	выхолостить	вы
холостить	охолостить	о
хоронить	захоронить	за
хоронить	похоронить	по
хоронить	схоронить	с
хорониться	похорониться	по
хорониться	схорониться	с
хорошеть	похорошеть	по
хохлить	нахохлить	на
хохлиться	нахохлиться	на
храбреть	похрабреть	по
хранить	сохранить	с
храниться	сохраниться	с
хрипеть	прохрипеть	про
хрипнуть	охрипнуть	о
христосоваться	похристосоваться	по
хрометь	охрометь	о
хромировать	отхромировать	от
хронометрировать	захронометрировать	за
хронометрировать	прохронометрировать	про
худать	похудать	по
худеть	похудеть	по
худиться	прохудиться	про
хулиганить	нахулиганить	на
хулиганничать	нахулиганничать	на
цапать	сцапать	с
цапаться	поцапаться	по
царапать	нацарапать	на
царапать	оцарапать	о
царапать	поцарапать	по
цедить	выцедить	вы
цедить	процедить	про
целить	нацелить	на
целиться	нацелиться	на
целиться	прицелиться	при
целовать	поцеловать	по
целоваться	поцеловаться	по
цементировать	зацементировать	за
цементировать	сцементировать	с
ценить	оценить	о
центрировать	отцентрировать	от
центровать	зацентровать	за
центровать	отцентровать	от
цепенеть	оцепенеть	о
цепенить	оцепенить	о
церемониться	поцеремониться	по
циклевать	отциклевать	от
цинковать	оцинковать	о
цитировать	процитировать	про
цыганить	выцыганить	вы
чадить	начадить	на
чаевать	почаевать	по
чаевничать	почаевничать	по
чалить	зачалить	за
чаровать	очаровать	о
чахнуть	зачахнуть	за
чеканить	отчеканить	от
чеканить	вычеканить	вы
чеканить	прочеканить	про
чеканить	расчеканить	раз
червиветь	зачервиветь	за
червиветь	очервиветь	о
черенковать	отчеренковать	от
чернеть	почернеть	по
чернить	вычернить	вы
чернить	зачернить	за
чернить	очернить	о
черстветь	зачерстветь	за
черстветь	очерстветь	о
черстветь	почерстветь	по
черствить	очерствить	о
чертить	начертить	на
чесать	почесать	по
чесать	вычесать	вы
чесать	причесать	при
чесать	расчесать	раз
чесаться	почесаться	по
чехлить	зачехлить	за
чинить	очинить	о
чинить	зачинить	за
чинить	починить	по
чинить	учинить	у
чиниться	учиниться	у
чистить	обчистить	об
чистить	вычистить	вы
чистить	очистить	о
чистить	почистить	по
чиститься	вычиститься	вы
чиститься	почиститься	по
читать	прочесть	про
читать	прочитать	про
чихать	начихать	на
чихвостить	отчихвостить	от
членить	расчленить	раз
члениться	расчлениться	раз
чувствовать	почувствовать	по
чувствоваться	почувствоваться	по
чудить	учудить	у
чудиться	почудиться	по
чудиться	причудиться	при
чуметь	очуметь	о
чуять	почуять	по
чуяться	почуяться	по
шабашить	пошабашить	по
шалеть	ошалеть	о
шарить	пошарить	по
швартовать	зашвартовать	за
швартовать	ошвартовать	о
швартовать	пришвартовать	при
швартоваться	зашвартоваться	за
швартоваться	ошвартоваться	о
швартоваться	пришвартоваться	при
шевелить	пошевелить	по
шевелить	расшевелить	раз
шевелиться	пошевелиться	по
шелудиветь	зашелудиветь	за
шелудиветь	ошелудиветь	о
шельмовать	ошельмовать	о
шептать	прошептать	про
шершаветь	зашершаветь	за
шинковать	нашинковать	на
шить	сшить	с
шифровать	зашифровать	за
шкодить	нашкодить	на
школить	вышколить	вы
шлепать	отшлепать	от
шлифовать	вышлифовать	вы
шлифовать	зашлифовать	за
шлифовать	отшлифовать	от
шнуровать	зашнуровать	за
шнуровать	прошнуровать	про
шнуроваться	зашнуроваться	за
шпаклевать	зашпаклевать	за
шпарить	ошпарить	о
шпариться	ошпариться	о
шпиговать	нашпиговать	на
шпунтовать	зашпунтовать	за
штамповать	выштамповать	вы
штамповать	заштамповать	за
штамповать	наштамповать	на
штамповать	отштамповать	от
штамповать	проштамповать	про
штемпелевать	заштемпелевать	за
штемпелевать	проштемпелевать	про
штопать	заштопать	за
штрафовать	оштрафовать	о
штриховать	заштриховать	за
штудировать	проштудировать	про
штукатурить	выштукатурить	вы
штукатурить	отштукатурить	от
штукатурить	оштукатурить	о
штуковать	заштуковать	за
шутить	пошутить	по
щадить	пощадить	по
щекотать	пощекотать	по
щениться	ощениться	о
щерить	ощерить	о
щериться	ощериться	о
щетинить	ощетинить	о
щетиниться	ощетиниться	о
щипать	общипать	об
щипать	ощипать	о
щипать	ущипнуть	у
щупать	пощупать	по
щурить	сощурить	с
щуриться	сощуриться	с
экзаменовать	проэкзаменовать	про
экзаменоваться	проэкзаменоваться	про
экономить	сэкономить	с
электризовать	наэлектризовать	на
ябедничать	наябедничать	на
ягниться	объягниться	об
ягниться	оягниться	о
язвить	съязвить	с
яловеть	ояловеть	о
яснеть	прояснеть	про
